review_id,business_id,rating,text
qheBAJi477S2v_ZF27Kxdg,JzwEHzNpDBFawqKvujirvQ,5,Premier restaurant de raclettes et pas le dernier que je testerai. La carte est riche fondus mais aussi de la rôtisserie et de la tartiflette. Celui de...
Zg33pUX4YsxChS2Fmjfh4g,JzwEHzNpDBFawqKvujirvQ,4,"Décoration en bois, on se croirait dans un chalet en plein Paris.
L'ambiance est plutôt sympa, on a vite chaud avec tous les appareils allumés. J'y suis..."
cXwSqc17KL6UQrtWeOBTUA,MqdwabesLORy1qtSiv2NKA,5,"Acceuil très chaleureux; les plats succulents; desserts bons (fais maison a priori) mais un peu chers
La carte des vins offre un choix tout a fait..."
gnfADmZ9DbzHXvN8D5gIUQ,MqdwabesLORy1qtSiv2NKA,4,Petite soirée romantique dans ce petit restaurant qui ne paye pas de mine au premier abord mais qui finalement à su nous conquérir par son ambiance feutrée...
Hv1zyi327IPD1ge9Nx4vVA,MqdwabesLORy1qtSiv2NKA,5,"Ce restaurant est beau et bon. Situé en plein cœur du Marais, ils y servent une cuisine généreuse dans une ambiance chaleureuse. Certainement un des..."
akN8S5y4NjvPq9CofWjxdw,sgc5fGdiYfOmq8sTeyG3Kw,2,"A éviter, prix trop élevé pour la qualité proposée.Le croque monsieur est une tartine avec du gruyère et du jambon, les frites sont des surgelées. De bien..."
NzS3C_317J8DvYt8-1UrzA,sgc5fGdiYfOmq8sTeyG3Kw,4,"Ambiance et gouaille de serveurs parisien assurées, dans un contexte très agréable sur l'île saint Louis, un peu hors du flux des touristes, cartes et plats..."
5aTChiiS_yyyIlUmPbXSeQ,sgc5fGdiYfOmq8sTeyG3Kw,4,Très bien mais pour le prix on s'attend à un peu mieux. Le cadre est magnifique et le personnel correcte. Par contre mon steak était plus bleu que...
LRFdo43SrcfGu6VkFZxLrg,uXZerrwr1lMur96Zx2wGCQ,5,"Très bon restaurant italien, un vrai. Nous sommes accueillis avec l'accent.  Antipasti, pizza ou pâtes tout à l'air appétissant. Nous y sommes allés à 12..."
O_qIaBxujyAerf3DaEDBFw,uXZerrwr1lMur96Zx2wGCQ,3,"Je suis encore en hésitation entre 3 ou 4 étoile. Un restaurant avec un belle atmosphère italienne, tous les menu sont afficher sur des ardoises un peut..."
wfad-3HRTZdNQXgS9egirg,uXZerrwr1lMur96Zx2wGCQ,4,Je dois admettre qu'au fil des années l'Angolo a su se rendre plus agréable à mon coeur. Il faut avouer qu'on m'avait vendu l'endroit comme THE spot à...
uoWkTxaVQtVYsnTsQKDL3A,rbBs01WKKsVZG61q5IwJ_w,5,"À la recherche d'un brunch américain, mon choix s'est porté sur Hollybelly 5, dont la réputation pour les pancakes n'est plus à faire. Arrivés en semaine..."
7RPnFBtmF6DpFezkRyBqeQ,rbBs01WKKsVZG61q5IwJ_w,4,Tres bon good good good   prix correct... musique un peu décalée avec l'endroit et forte .. rien d'autre a dire... ah oui. VENEZ TÔT :))))  vite rempli !!!!
Gw2ZRmErs6VR1B4XYqj6RQ,rbBs01WKKsVZG61q5IwJ_w,5,Deuxieme visite et toujours aussi bien. Ok il y a de l'attente mais à moins de deux personnes l'attente va vite et le service est au top !  On a pris...ObNkWaY3_fXd0Xj__C-_ow
1SWERWdMYmbJ8AwYKdQTjA,-0iLH7iQNYtoURciDpJf6w,1,"Grande déception pour un restaurant de bonne réputation. Nous étions six personnes. Trois ont pris la formule entrée + plat, les trois autres, plat +..."
0VdVfn4yrAZp7o_QjRG0MQ,-0iLH7iQNYtoURciDpJf6w,4,"Très bon, le prix abordable et le restaurant est bien situé dans Paris. Petite quantité pour les ravioles"
hq9QaZZNUptFDB3jkV50Dg,IU9_wVOGBKjfqTTpAXpKcQ,5,"Les plats étaient très bons et suffisamment copieux, nous avons très bien mangé. 
Le personnel était vraiment très agréable, on a passé un très bon moment...."
EsMNMannFXyUUzdz_rGtKg,IU9_wVOGBKjfqTTpAXpKcQ,2,"Le vin était bon et à un prix pas déconnant donc c'est probablement un bon bar à vin.
Par contre en restauration c'est vraiment pas terrible, on paye..."
5o9NhSXNP0DQYjaqURaJPg,IU9_wVOGBKjfqTTpAXpKcQ,5,Super resto juste au bord de la Seine avec Notre Dame en fond ! Bon rapport qualité prix (salade pour 10 euros et gratins pour 13/14). Belles portions.
NGv8-nuNfOdKxvV-3j_6xA,cEjF41ZQB8-SST8cd3EsEw,5,Escargot une délicieuse délicatesse de France que peu de gens peuvent apprécier ... merci beaucoup à la crèche pour le vin que nous avons tout apprécié ...
lwhbr7HeeiXi8495Us2XUQ,cEjF41ZQB8-SST8cd3EsEw,5,"Nous sommes complètement déstabilisé, possiblement un des endroits le plus secrètement gardé par les Parisiens! Expérience gastronomique servi au comptoir,..."
0gLNlBD2wwPmTzIn7niDFg,cEjF41ZQB8-SST8cd3EsEw,4,"On a adoré le concept de l'avant comptoir !

La nourriture était bonne, l'ambiance conviviale puisque tout le monde est debout autour du comptoir. 

Pour..."
XUdG92V7scuVZsfpCSlJHA,KggnM_Z4wOa_JExunaaWHg,5,"Service adorable, plats délicieux, copieux, cuisson respectée (assez rare et mérite d'être souligné), que dire de plus ? Je m'y suis rendu à plusieurs..."
PPqcilK42pCCYLSCY5WNwg,KggnM_Z4wOa_JExunaaWHg,2,"Un gros ""Mouais""
Attiré par les bons commentaires, j'ai testé... Et je suis un peu déçu !
Le cadre est sympa, mais sans plus.
Les plats sont corrects, mais..."
qhP_T53Vjo4psxyjrNuwTg,KggnM_Z4wOa_JExunaaWHg,5,"Un resto comme on les aime...Un cadre chaleureux au coin d'une cheminée, un accueil sympathique avec du personnel jeune, bienveillant et attentif, une carte..."
v2NQBZMJCD7Oxh62seez5Q,-umFmobUgpW_05m_ud1vHw,5,"Deux frères adorables aux manettes... L'un en cuisine, l'autre sert. C'est la cuisine du marché. Leur foie gras mi-cuit sauce cacao est une tuerie! Il faut..."
Vnj1HVhfpLhl_WAWHjZCRg,-umFmobUgpW_05m_ud1vHw,5,"Simple et français classique comme on trouve de moins en moins. Andouillette, escalope normande, frite maison. Parfaitement cuisiné"
4mg7U5ZEsDPFnHxkW9QAGA,WHHt_Jb8Tgidn9mW7oDnIg,5,"Top.   Petit coin agréable.   Serveur sympa, et bonne bouffe.  Tout très correct. 

Le camembert rôti au miel était juste comme il fallait."
trwEKiBn8ZR2A5zz9TQClg,WHHt_Jb8Tgidn9mW7oDnIg,5,"Une des rares adresses que j'ai retenu dans ce coin de Paris. J'avais déjà gouté leur burger de magret de canard, fois gras et sauce aux cèpes 21€ (miam!)..."
Vl4cvV68dQL1uv2oo6dI0g,WHHt_Jb8Tgidn9mW7oDnIg,4,"Très bon accueil, ambiance sympa et un menu original fait maison pour le déjeuner comprenant entrée, plat et dessert. En bonus : une bonne carte de vins...."
skZwi68m-xVY7emoLGOK7A,FFz-WusZrBYZexKqhqzCkg,5,FR: Ca vaut absolument la peine! A savoir: il ouvre ses portes vers 11h donc faut mieux etre dans la zone a cette heure la comme ca tu evites la queue --...
qP1g0wFZrY5duCplj0_wjg,FFz-WusZrBYZexKqhqzCkg,4,"La longue file qui se trouve généralement devant cette adresse à de quoi rebuter, mais les falafels valent la peine de prendre un peu de patience, surtout..."
dzQIlzgCv7Ft1xdodFOvyw,FFz-WusZrBYZexKqhqzCkg,3,Bon ok la rue des rosiers. Fait la voir et fait savoir et pas oublier. Bon ces falafels ils sont bons ça va mais WTF si you really have to wait like forever...
ihlol85QMF2KRoCQT8xtdA,_qACPRqSQ6Nvd20H8EY3uw,5,"Aucune difficulté pour réserver, je pense que j'ai eu de la chance ! Le menu dégustation en 5 plats était un véritable enchantement. On a passé une super..."
KqqtoMN_lyrUqbNjsgo41Q,_qACPRqSQ6Nvd20H8EY3uw,5,"Menu 3 plats 50€ 
avec choix entre 2 entrées / 2 plats / 2 desserts change régulièrement et est toujours top !
Découverte de nouveaux produits : riz de veau..."
OKfwtn7UTyHLajGMThEpng,_qACPRqSQ6Nvd20H8EY3uw,3,"Le Frenchie situé dans une rue très calme du très populaire quartier Sentier à Paris souffre d'un symptôme que j'appelle ""la maladie du Rikiki""
En effet, au..."
dhkjXY5K_41yWEN62yuyiA,PHsKPp496sFZm9K9Xz_TlA,5,"Pour moi le meilleur restaurant japonais à un prix tout à fait abordable. Et d'ailleurs on ne s'y trompe pas, il y a toujours la queue, pas de réservation..."
49EiPb3mlswrQE3kiYfXlw,PHsKPp496sFZm9K9Xz_TlA,5,"Encore un restaurant japonais qui vaut le détour près de la rue saint Anne. 
Pour ma part, j'ai pris un tempura udon à la crevette pour 18€. Un peu cher..."
DVVuWvLNETUIwKAulf_hqg,PHsKPp496sFZm9K9Xz_TlA,4,"Que c'est bon.
Si je devais retenir qu'une chose de ce restaurant d'udon, c'est d'abord ce goût de fraîcheur, dans tous les plats servis, c'est..."
VXW4runGnp8-XRn0ffLLTg,28m3vU-aLX76lMEyT3WL5Q,5,"Un resto de raclette dans une rue qui ne paie pas de mine, à deux pas de Rambuteau. On y est allés par un temps caniculaire avec des amis, en partant d'une..."
eEhEvPnZPfAU9i5g4OSdww,28m3vU-aLX76lMEyT3WL5Q,4,"Un bon resto de fondues et raclette dans le centre de Paris.
Le fromage dans tous ses états et de toutes les façons !
Néanmoins les plats sont assez chers..."
Sm6ZGyRxVL0O9S-ZCgTwOA,28m3vU-aLX76lMEyT3WL5Q,5,Trouvé car celui près de chez nous était complet faute d'avoir penser à réserver. Situé dans le quartier du Marais dans une petite ruelle tout près de...
ak-K5aidJ4f9NVJTP2ILZA,4fyyfJ7S8m6TaHL_Ho7mWA,4,Un dîner sympa avec des amis! Les plats sont assez variés et copieux. Les serveurs sympas.
8F78OMT4f1KBsJkcpUgolw,kYb2q4Li8Cw2PY_I9lCJOw,5,"En bref : étant donné la qualité, la quantité, la sympathie et même la décoration, on ne sort pas déçu même si c'est cher !
Nous étions trois. Nous avons..."
xnz3l4pVxUzOWas8DmaJJw,kYb2q4Li8Cw2PY_I9lCJOw,4,"Quel sympathique petit Resto caché dans le marais nord. La devanture est classique d'un bistrot parisien, en entrant, on voit qu'il y a beaucoup de tables..."
ePfHYO25bcOxlF6Lz0SUEw,kYb2q4Li8Cw2PY_I9lCJOw,3,"Chez Janou c'est un décor convivial et très sudiste. Les plats sont bien proportionnés et le goût est au rendez vous. 

La carte des vins est un peu légère..."
laUb_wukDRyoGjfl92deRQ,ijqSzadlZ9SCXvUEpMimcA,5,"J'ai juste goûté le chocolat chaud de chez Angelina et je peux vous dire que ça en vaut le détour car il était excellent !

Le lieu y est agréable même si..."
nZtWewN1jtTFTpOk6tlbIw,ijqSzadlZ9SCXvUEpMimcA,4,Angelina c'est une expérience de patisseries et de chocolat chaud de haute qualité. Le cadre est très joli on se croirait dans un café du 19e siècle avec un...
lhdsRnEX5GnTnroYEF-3dg,ijqSzadlZ9SCXvUEpMimcA,1,"Une étoile pour le magnifique cadre, les petites tables en marbre et les dorures qui nous emmènent au début du 20e siècle. C'est tout haha.

 Je suis venue..."
WjheSWfHB4_PsIZGjlwMHQ,Vc-sEV8jnXpHbFeUvP5tLA,2,"J'avais tellement hâte de l'essayer après avoir lu les commentaires de certains parisiens! Malheureusement, le plat n'est pas à la hauteur du prix qu'on..."
dSNIsmMGogOiioVSWUuXMQ,Vc-sEV8jnXpHbFeUvP5tLA,4,"Tout a déjà été dit mais il faut parfois savoir les redire : fameux restaurant !

Certes, selon votre heure d'arrivée et un peu selon votre chance, vous..."
Ku7WfqS5alCNwu1Z2VrAwQ,Vc-sEV8jnXpHbFeUvP5tLA,4,C'est le meilleur piège à touristes que je connaisse. Les parisiens qui sont rebutés par la queue sur le trottoir et qui se disent que la nourriture doit...
UQikSzl1zvc_zeZfHShP_Q,aPLSj-9aNHSQpi7Sf5_9hA,4,"je dois sûrement revenir pour goûter plus, une petite faim au déjeuner ne m'a permis de goûter qu'à une salade de poulpe... mais quelle salade de poulpe,..."
Qm3mObepOZhPFvMr3PKL8w,aPLSj-9aNHSQpi7Sf5_9hA,4,"Avec cette adresse le bistrot gagne toutes ses lettres de noblesse. 

Une très bonne adresse a garder sous le coude et a réessayer. Dans ce restaurant on..."
SnIOVWEeZmyayaJeBz8Y_Q,aPLSj-9aNHSQpi7Sf5_9hA,5,"Endroit extrêmement agréable, original. Sans surprise. C'est délicieux, servi rapidement. Personnel souriant, sympathique, alerte. Semblent contents de..."
1kUOJhqDPz-fF1rwvu8pdA,KglDmt_BDOEqmBjJ8X2bPQ,5,"Très bon restaurant, concept intéressant puisqu'ils ne servent qu'un seul plat : une délicieuse entrecôte a la sauce ""café de paris"" accompagnée de frites..."
dz1AgFhi09YkKYRqg-kBaw,KglDmt_BDOEqmBjJ8X2bPQ,5,"Toujours aussi bon. La viande et la sauce est excellente et le service également. 

Il est conseillé d'y aller à l'ouverture pour éviter une trop longue..."
OnE-whz3MeQQOVRTHEl9kA,KglDmt_BDOEqmBjJ8X2bPQ,3,Beaucoup d'attente. Personnel pas toujours agréable. Cadre et ambiance très sympa. La qualité a diminué mais la sauce reste toujours incroyable. Typique...
yiVKxtkkIan2b_q5YXL2mg,SkZWjUwmNgcCJJQvgJT1DQ,3,"Salon de thé très mignon, je m'y suis rendue avec une amie vers 17h donc c'était une ambiance plutôt calme et reposante.

Celui-ci propose des thés de la..."
BSsZACt95CsqI4P24IkyhA,SkZWjUwmNgcCJJQvgJT1DQ,4,"Un Dimanche A Paris étant fermé je me suis rabattu sur La Jacobine. Eh bien j'y ai bu un excellent chocolat chaud! Onctueux avec une pointe de café, un..."
GKCtZahLfKuqqg0-27tt8A,SkZWjUwmNgcCJJQvgJT1DQ,1,"Arrivés à 17h pour une patisserie.
Attente 5min dehors  bien que 4 places libres à l'interieur.
Une fois assis, 10 min attente avant qu'on nous apporte le..."
zjkDfNtHD4cGCnOtGP53DQ,5TbITr_zImkiSc_EWOJkjw,1,"Ayant confiance en Girafe et voulant présenter le restaurant à ma famille, j'ai réservé une table à 21h45 pour un anniversaire, pour ma mère, mes tantes et..."
2z0M6Aj_sThDI3h-Qv29yw,5TbITr_zImkiSc_EWOJkjw,2,"Girafe a remplacé le café de l'Homme, dans le Palais de Chaillot. La vue sur la Tour Eiffel  est toujours aussi belle et il y a une belle ambiance Art Déco,..."
EHaUCjhR6-r-uUziN_RCBA,5TbITr_zImkiSc_EWOJkjw,5,Pratique service voiturier. Extraordinaire variété de poissons. Service de qualité dans une salle chaleureuse type année 30 avec de superbes miroirs. une...
GyZz-4vclF8fyjPMS__KiQ,PGH7BfXz0PNHuwlSt453rA,5,"En résumé : ne pas se gaver de pain en attendant le plat !
J'ai testé la saucisse aligot à 23h. On m'a accueilli à bras ouverts et c'était copieux. Vraiment..."
UZTfuTUM8o8DhgV_Rnc1JA,PGH7BfXz0PNHuwlSt453rA,4,"Nous y sommes allés à 2, un samedi soir avant d'aller au théâtre, et avons choisi le Boui Boui pour sa proximité avec le Sentier des Halles. Le personnel..."
Tw62h6hZASQ5jT4Seggllg,PGH7BfXz0PNHuwlSt453rA,3,"La devanture et la carte nous attirent dans ce petit restaurant aveyronnais du quartier Montorgueil.

Il se fait tard mais on nous prend quand même..."
5vV4_oSdgLUUGDuy7u1TIQ,dKZo3hRz0sSsQrdahj45uA,3,"La magie Verjus n'a pas opérée sur moi malheureusement.  

C'est dans le tout nouveau restaurant de la famille Verjus que nous avions décidé de faire escale..."
NR9Vhx7eV8j69Fs2WlftzQ,dKZo3hRz0sSsQrdahj45uA,5,"Après un accueil courtois, nous voilà installés autour d'une table de quatre pour un déjeuner en semaine.

La salle, bien qu exiguë, bénéfice d'un bel..."
MXIgZP1O0FyqbLKhrBN7qQ,dKZo3hRz0sSsQrdahj45uA,5,"C'est dit, Ellsworth devient un de mes restos préfères à Paris. 
L'intérêt de ce restaurant est de ne pas en faire des paquets. La déco est parfaite, le..."
PY1r-dIP_d09Lrt32Kfm9g,flf_IHitjG7bohr-VbOvbA,2,"Le repas était convenable mais le rapport qualité prix est assez faible. La préparation des plats est simple, ce qui ne me dérange pas si c'est pour mettre..."
3gNm4uUhVyebgZvFKljUMg,flf_IHitjG7bohr-VbOvbA,5,"Le paradis pour les fans de canard !!! On y a atterrit un peu par hasard et on ne l'a pas du tout regretté !

La façade est très banal mais dès l'entrée, on..."
up9z9JFERwiNGYOesgPgqg,flf_IHitjG7bohr-VbOvbA,5,Je suis allée manger au petit canard la semaine dernière et je ne m'en remets pas de la gentillesse du patron et de la saveur des plats. Avec mes amis on...
aW_YoVlGPz1ka-lJC24PTg,qz7R7oLeEEfvKOlWCxqMVw,5,"Service très sympa. 
Le cadre est top, a fond dans l'ambiance du marais. Nous y sommes alles pour le brunch vers 11h et avons pu progiter du temps zn..."
eHadx-Pi3KI00UlgqP_nog,qz7R7oLeEEfvKOlWCxqMVw,2,"Un haut lieu dans le marais , avec un propriétaire très accueillant et souriant qui vous met tout de suite à l'aise. 

Le lieu est bondé de monde et surtout..."
dGN0vqt_5L90EUoUJf0sFQ,qz7R7oLeEEfvKOlWCxqMVw,5,"Voilà un restaurant que j'ai découvert depuis quelques années maintenant! 

Tout commence avec un petit déjeuner,  dont les croissants sont succulents! Et..."
MeuAIwAdqMl0l9Wf76HZxw,K-cAB9sz9UoopOP0APEi0g,5,"Restaurant sans prétention de Christian Constant ! Des plats simples, abordables pour un chef de cette renommée, et un concept de cocottes originales. Super !"
94WPSV2PvJb-VOIiBXfsig,K-cAB9sz9UoopOP0APEi0g,4,"Depuis le temps que j'attendais de tester les fameuses Cocottes de Constant j'avais presque peur d'être déçue, mais heuresement elles ont largement été à la..."
